artist,lyrics,song,album,year,president,approvalrate,meanincome,povertyrate,blackmurderrate
Jon Cozart,"If you've ever wondered why,Disney tales all end in lies,Here's what happened,after all their dreams came true...,[Simba],Was gonna be a mighty king,Mufasa's famous heir,[Zazu:] Well your little mane's been lion tamed,[Zazu:] By beasts who don't fight fair,I've turned into the main event,For soldiers big and small,And now I dread my severed head,Might end up on your wall— (meow!),[Hunter:] Let me help this African economy,Oh my species is going extinct,Everywhere you look, death,Taking shots at my pride,Thanks for that petition,To stop a straight up genocide,[Hunter:] Scope set.,Rafiki's brains are not a cure for AIDS,Now ebonies need ivory for pay,I don't think Hamlet ended up this way,Oh my species is going extinct,Oh my species is go- (uagh!),[Peter Pan],Every time I fly to town,I grow up when I come down,Now I've been stuck at age sixteen,For eighty years of puberty,In unforgiving tights,He's upright, he's upright, he's upright,[Tiger Lily:] We're following his leader,,His leader, His leader,,We're following his leader,Wherever he may bone,Tee dum (tee dum), Tee dee (tee dee),My teedle-dee's out to play,It's one for all,[Mermaid:] The mermaids are wet for days,[Tiger Lily:] This engine's revved,[Pirate:] There's only one booty for me,Just a teedle ee rump,A teedle ee hump tee day,Think of the fappiest thoughts,[Wendy:] I'm a happy little thot,Wendy is my special gal,[Mermaid:] She's like 90—,[Wendy:] I'm down,[Wendy:] The dentures never bite (dentures never bite, dentures never bite),He's upright, he's upright,,He's upright,[Pirate:] Hope he's bi,He's upright,[Hercules],Save my soul,Herc was on a roll,Now every god and goddess here is begging to atone,Replaced by intelligent design,The new guy's rolling by and turning water into wine,The Roman's are chanting,Christo, Christo,He's a godsend,Bigger than Nero,Out with the old in with the Jew,Hero to Christo,God's honest truth,Hero to Christo,[Jesus:] Hey Herc, you're screwed,The Jesus freak is super weak,[Jesus:] I'm so devine,[Jesus:] You see I came inside a virgin's bod,*Pfft*, So have I!,I threw him in the Colosseum,A lion a la carte,Three days went by he zombified,And rose up in search of hearts,[Aladdin],I'm a prisoner of war,ISIS blew up my city,They're throwing me off a building,Cause they think that I like guys,A holy war,An old fantastical point of view,Carpet was burned alive,Streamed nation wide,I can't go back to where I used to thieve,Every turn suicide,A hundred thousand children plead,The toppling of Agrabah,With Sharia Law,Stop this holy war before we're through ( [Jasmine:] A holy war),Unholy war,[Jasmine:] That's where we'll be,Just refugees,[Jasmine:] Send helping hands,Instead of bans,For you and me,[Simba:] The lions are gone,,[Peter Pan:] Hair on my junk,,[Hercules:] Jesus is a hunk—,[Aladdin:] Screw Trump!",After Ever After 3,After Ever After,2014,Obama,42.4,"34,458",26.2,35.5
Cam'ron,"[Introduction: Juelz Santana and Cam'ron],Never thought they'd see this again,Here we go!,Killa Cam in the building,Dipset!,You know what it is,My man A-Trak,I feel something epic, no homo,[Verse One: Cam'ron],Man, I'm that nigga, y'all, I ain't even lying,I'm running fashion, man, I ain't even trying,I see these fuckboys hating on me,Been in the crib three years, they still waiting on me,But I'm done with the frontin', I'm popping trunk and pressing the button,No stunting, I'm dumping and pumping the pump,Somethin' to this chump, have him crying like onions,With a gun I am gifted, back up before I will happily lift it,Popping a cap in the back of your cap,Lift up your hat, my astro's malicious,Mommy backed up and said she see the difference,""You're mature, handsome, mixed with a lot of ignance"",Dick in her intestines 'bout to poke her chitlins,Call me 2 Chainz's drummer, say my strokes are different,I'm different, you beating,What you doing after this, bitch? I'm leaving,Adios, vamonos,I fuck your mama, word to mama, keep your mama close,[Hook: Juelz Santana],Uh, I know you miss this,It's still Dipset, you dipshits,Stay fly, don't get your bitch hit,Stay gripped, don't get your shit split,Uh, still push it and get it off,Nigga, we just cut from a different cloth,Uh, I know you miss this,Still Dipset, you dipshits,[Verse Two: Cam'ron],Man, fuck a magazine, don't care what you cowards read,Don't gotta wonder, we like wonder with our bread,Money, respect, don't forget the power, dread,Had this one girl squirting like a showerhead,Nine on the waist, eighty keys in the trunk,Stamp on the dope, eighty degrees of funk,Reebok money, eighty degrees in the pumps,Lookin' for me? Top floor suite of the Trump, baby,Cause of stupidity, send fire, humidity,No one here is sick of me, got the gift, no Christmas tree,Get the shovels, y'all, everyone digging me,I'm back to the future, still making history,[Hook],[Outro: Dame Dash],I feel like rapping on this shit. First off, my name is Dame Dash. And I want to talk for a second if you don't mind, let me just say one thing: I am from Harlem, and I'm back outside. And you know what that means? That means people eat. Cause I'm a Harlem nigga, and that's what we do. That means when we walk in the room, nobody's safe. You 'bout to feel that, pause. Harlem sticks together. So if you feeling like number one, get ready to be number two, cause we back. What's that shit y'all be saying? Fool's Gold! Aight? 'Bout to party, I might pop bottles. Might have to see Champagne Dame!",Dipshits,Federal Reserve,2014,Obama,42.4,"34,458",26.2,35.5
Tory Lanez,"Ayy bitch I'm back in here to show you I'm the nigga,All in the vent them bitches know you as the nigga,From the corner sellin' dope and buyin' Swishers,Every night I pray to God for my intentions,Look, lights and cameras,I came so hard I pay the price for cameras,I flew new ones for a night Atlantis,And told my oldest bitch her flight is cancelled,My night examples,Mr. Feelings you can go and call the police,Ridin' dirty in the car with no lease,Skinny nigga but my pockets obese,Same nigga used to rob Sobés',[?], I need it go back to the [?] get real again,Back in Toronto where niggas will kill you for who you be chillin with,And work from the shootas, the shorty you screwin',You not really with the shits,We don't really feel this shit,When Grandmama kicked me out the crib,I was only a baby,Said fuck it, I hustled a went and bought me a Mercedes,I whipped it, I whipped it when I would see her in the hallway,When she didn't see me I parked that bitch right in the driveway,It's priceless,I used to take the 401 to TO,Honda Civic rollin' dimes and scopin' PO,Taxin' season tryna find a link on T4s,This ho told Argie you gon need a check with 3 O's,Life commitments, I need a shorty every night to witness,You makin' models bring ya ice and Guinness,And workin' pussy that's my type of fitness,I'm countin' money like I'm Donald Trump,Let them niggas know them yappas on that reload,Got the ground where you stand worth a kilo,Smokin' Swishers, motion pictures, Tarantino,Ballin' hard it's Archie Fargo fuckin' veno,Hey fucka we comin' for all of them,Don't pay for no oregano,Smokin' on flash,He's dope on my clutch,I got my scope on the punch,I be so fresh and so clean,Bitch you see soap in my toilets,My teacher Miss Thomas told me I would never be nothin',I looked her ass dead in the face and said I'm gon be somethin',She told me that in a few years I'd be catchin' a bustin',Now I'm catchin' the car service,Guess who the driver, her husband,It's priceless",Priceless,Lost Cause,2014,Obama,42.4,"34,458",26.2,35.5
J. Cole,"And wherever we go,And whatever we do,And whatever we see,And whoever we be,It don't matter,It don't matter,I don't mind cause you don't matter,I don't mind cause I don't matter,(And don't shit matter),You'll see in the end,I've got a feeling that there's somethin' more,Something that holds us together,Something that holds us together,The strangest feeling but I can't be sure,Something that's old is forever,Something that's old is forever,Love,Love,Love,Love,And wherever we go,And whatever we do,And whatever we see,And whoever we be,It don't matter,It don't matter,I don't mind cause you don't matter,I don't mind cause I don't matter,(And don't shit matter),You'll see in the end,Yeah nigga,,Forest Hills Drive.,Yeah, yeah, yeah, yeah, yeah, that's it.,We made it baby,As we speak the last sample just cleared.,Thank you to whoever in Japan,,just cleared that shit.,Turn my vocal up and turn the headphones down a little bit.,I gotta do my thank you's man,I didn't have enough time to turn my thank you's for the artwork,,so fuck it.,I'm a do it right now,This is the credits.,This is role credits nigga,,if you don't wanna sit through the credits get your ass up and walk out the movie theatre.,First and foremost my entire Dreamville team, thank you man.,Before that I'm buggin, thank you God!,Oh my God.,Everything happened too perfectly and in line, this whole thing,Thank you God.,Thank my Dreamville family.,Mez who fuckin' sleep right now, that nigga ain't even recording this thing right now.,Niggas been working' hard mna, Mez I'm proud as fuck of you man,,for real you killed this shit.,Ib what up. El Presidente what up! We killed this shit nigga, we killed this shit nigga! I don't give a fuck if we sell 3 copies nigga, we killed this shit nigga!,My nigga Adam, I'm proud of y'all man, for real.,Ron Gilmore, my nigga.,Yes, Camille, yes that's my sister.,Casey, that's like a father figure right there, Casey.,My brotheer Ced, wow, we done came a long way from the Ville, my nigga [?].,My nigga Felton, you killed it, you killed that Friday night Lights shit nigga,and you killed this one too man.,I shoulda been coming to you man. You only do the classic though, that's what it is, for real.,My nigga Mike Shaw shiggity, you already know where he at right now posted up somewhere in D.R. My nigga [?] gettin' that motherfuckin' bread, you know what it is man. My nigga",Note to Self,2014 Forest Hills Drive,2014,Obama,42.4,"34,458",26.2,35.5
J. Cole,"Oh right, oh,Oh why na-da-da-da,I keep my head high,I got my wings to carry me,I don't know freedom,I want my dreams to rescue me,I keep my faith strong,I ask the lord to follow me,I've been unfaithful,I don't know why you call on me,This is my canvas,I'ma paint it how I want it baby, oh I,This is my canvas,I'ma paint it, paint it, paint it, how I want it nigga,Fuck you cause there,There is no right or wrong,Only a song,I like to write alone,Be in my zone,Think back to Forest Hills, no perfect home,But the only thing like home I've ever known,Until they snatched it from my mama,And foreclosed her on the loan,I'm so sorry that I left you there to deal with that alone,I was up in New York City chasin' panties gettin' dome,Had no clue what you was goin' through,How could you be so strong?,And how could I be so selfish, I know I can be so selfish,I could tell by how I treat you with my girl,Damn she so selfless, but she put up with my way,Because she loves me like you do,And though it do not always show I love her just like I love you,And I need to treat you better,Wish you could live forever, so we could spend more time together,I love you mama,I keep my head high,I got my wings to carry me,I don't know freedom,I want my dreams to rescue me,I keep my faith strong,I ask the lord to follow me,I've been unfaithful,I don't know why you call on me,Apparently, you believe in me, you believe in me,Apparently, you believe in me and I thank you for it,Another day another rhyme ho,Another day another time zone,Today I woke up feelin' horny so it's only right,I got two bitches playin' on my trumbone,Keep up, never sure where the words would take me,Niggas eat em up, and regurgitate me,Shit jumped tight never slurred or lazy,Give a virgin the urge to rape me,Nigga please,Best friends really make great for enemies,My watch came niggas can't wait for one of these,I see you nigga, this ain't no Rolex, it's a AP nigga,I'm hot dog, catch up to me nigga,Uh, couldn't resist,Aimed for the stars and I should'nt have missed,But I was ridin' on fumes so I stopped by the moon,Now I'm sittin' on the hood of this bitch,Like thanks for the view,Waitin' on thanks from a few cause without me you wouldn't exist,You know that shit gave you the blueprint don't forget,Cole is your phone on zero percent,Going off, now niggas showin' off,Niggas swear they hard but they flowin' soft,I'm taking off like boing on a big ass Boeing,Gettin' head like a coin toss,Too easy,I keep,my head high,I got my wings,to carry me,I don't know freedom,I want my dreams to rescue me,I keep my faith strong,I ask the lord to follow me,I've been unfaithful,I don't know why you call on me,Apparently, you believe in me, you believe in me,Apparently, you believe in me and I thank you for it...",Apparently,2014 Forest Hills Drive,2014,Obama,42.4,"34,458",26.2,35.5
Migos,"It's been a long time coming,From young niggas to young rich niggas,It's DJ Durel and I'd like to welcome you to Rich Nigga Timeline,Young rich nigga riding round the city with the mac,Take a chopper, and a chicken, now watch the leakin',Whipping and breaking it, making it, taking it,Nigga they mistake me, think I'm selling that midget, nah for real,What the fuck a nigga really wanna talk about?,You a bitch, we ain't got nothing to talk about,Shaking like a stripper, put that mac chicken up in his mouth,Skippa Da Flippa, he told me weigh it up and bust it down,Migo Jerz, whipping that lambo, now watch it swerve,Tray 1 got PT's, and sold that reserved,I'm a hot boy, so you know I gotta stay low,Quavo told me, trap on the block and bang 'em like OJ Mayo,You niggas are rookie but young Takeoff, I'm a vet,'Set told me trapping and dabbing gon' get that pussy wet,No Crocodile Dundee, Stingray vet,Whatever I wanna do, I do it, Nike check,I'm a young nigga with the rich nigga ambitions,At the Migo show, a nigga autographing titties,There's levels to this shit like Meek said,And you embarrassed to admit it, I don't want to kick it,After my show, the gangster-ist nigga, he looking suspicious,Walk right up on him, I'm pressing my nigga,And all he wanted was a picture,I used to smoke Swishers like a regular nigga,Now I'm a Backwoods type of nigga,A nigga, he ran up, tried to rob, I shot him,White people, they still treat me like I'm a victim,Now people they screaming out ""Free Activis"",They talking bout that Activis be discontinued,Check my cup of muddy trouble, got packs in the attic,Catch me riding with packs in my rental,Trap, trap dab when I'm on the revenue,Cooking a brick and remix it with the dog food,Diamond brick come with a note on it, nigga you Blues Clues,24 karat my chain, Mr. T pity the fool,Master P, No Limit money, bando jumping like a bungee,Kevin Hart, your money is too short, you too funny,Call me Takeoff Hugh Hefner, I got playboy bunnies,Fuck it, I beat it, she sucking me 'til a nigga be cumming,Cross the country, cross the country,You may never been there, catch me cross the country,Cross the country, cross the country,Coca leaves and palm trees, we cross the country,Cross the country, cross the country,She don't understand English but she want me,Cross the country, cross the country,I had to get a Visa cause I'm in and out the country,When you in the streets, you know you gotta make a name,I stole a Mustang, drop top, no brain,Police had a nigga, cause they know I'm in a gang,Taking pictures of a nigga like a groupie, like a fan,On my first lick, only got a little bit of change,Thinking like Obama, something gotta change,Did a lot of dirt, I had to sit up in the chains,When I got outta jail, did the same thing,I spent that money, money, coming back like boomerang,Cocaine in her nose like a septum ring,My niggas be trapping the gas, propane,Hit the nigga with a chopper, nigga bang bang,I was getting money, way before the rap game,As a young nigga, used to wear the fake chain,They say that I'm ignorant, $50, 000 on a chain,You know it ain't come from Johnny Dang,Fake watch busta can't bust me, no lie,Won't catch me with the fake jewellery, I got too much pride,They killed my nigga Pistol P for a three-five,I pay the ticket, when are you gon' die,When I'm in the kitchen, I be cooking crack pies,I got chickens in the trunk, you think I work at Popeyes,The streets is the jungle, my nigga, you better survive,Getting married to the money nigga, that my bride,My diamonds gon' shine, might poke you in the eye,You selling by the ounce, my nigga, you just getting by,Put the birds in my hands, knows when's it gon' fly,Glah! Glah! Glah! In the bushes like a spy,Nigga talking stupid, we don't let that shit fly,Talking crazy to the Migos, boy you know we keep the fire,Got that chopper, flip a nigga like a domino,Young rich nigga, never made the honor roll,Hit his ass with the .44, make him fold,Chattahoochee River where that nigga body float,On the nation, my nigga we throwing up the forks,She on a mission, trying to fuck me, better get your ho,Big bank take little bank,Yellow diamonds on my rella like a moon cake,Two Glocks on my hip like Tomb Raider,Arnold Schwarzenegger turn into the Terminator,Cross the country, cross the country,You may never been there, catch me cross the country,Cross the country, cross the country,Coca leaves and palm trees, we cross the country,Cross the country, cross the country,She don't understand English but she want me,Cross the country, cross the country,I had to get a Visa cause I'm in and out the country,Cross the country, my plug he in Wyoming,And the only time I pull up on you, if a nigga owe me,And the whole word know that a young nigga rap,But a pussy nigga better not provoke me,Came in the game with the formula, sold it,Now I gotta switch it up on you phonies,Pocket full of macaroni, Mac-11, run up on you,All you can eat in my trap like it's Shoney's,Rich Nigga Timeline: that's my motherfucking testimony,Out in the desert, got bricks in the donkey,Rich nigga with a pot of gold like a leprechaun,And I'm thinking 'bout moving to Babylon,My niggas collecting extortion funds,We built an empire like Megatron,QC the label, Migo the gang,Already told you, I want the M&Ms, fuck the fame,No shame in the game, I'm a bull with the nine,Like Luol Deng, finna bang with the thing,Walking through the crowd, ain't gotta tuck the chain,Get juuged, get capped, that's a part of the game, squad shit,Oh no, I done rolled around the block and I don't see him,I paid a J $200 just to hit me when he see him,If I was you right now, I wouldn't wanna be him,Caught him two weeks later in the club, with his mamacita,He had some jewelry on him, worth $100 so I took it from him,Took the first PJ across the country, got too hot for a moment,They say he got work, now I own it,Now my squad, they going up, no Makonnen,In the players pad at the Caesar's Palace,Out in Las Vegas, like I'm Roman,All types of Euros and Yen,I got money in Berlin,I told the Lord forgive me for my sins,Cause I don't wanna do it again,Cross the country, cross the country,You may never been there, catch me cross the country,Cross the country, cross the country,Coca leaves and palm trees, we cross the country,Cross the country, cross the country,She don't understand English but she want me,Cross the country, cross the country,I had to get a Visa cause I'm in and out the country",Cross The Country,Rich Nigga Timeline,2014,Obama,42.4,"34,458",26.2,35.5
Diabolic,"Calling all cars,We have an all-points bulletin out for two Caucasian males,The first, R.A. The Rugged Man,The second being, Diabolic,Wanted in connection with a series of bar fights,With outstanding warrants for: Public intoxication,,public urination, disorderly conduct,and generally just fucking up,Over,Yo, better than the best, making a head burst to the best experts,My worst verse is better than your best verse,Compared to me? I'm Rakim and you're Fred Durst,You're a snitch and betrayer, I'm the clip-sprayer,You're a bitch licking popsicles that are dick flavor,I've got a vengeance, I'll murder, leaving you dead and beheaded,I'm leaving more bodies than the 1918 influenza epidemic,Thought you was believing atheism and hating religion,And replacing 'religion' with 'patriotism',I'm murdering and I'm mutilating any peg and a Mason,It's living, it's black, steal our chaos when I break into prison,The bloody ape is arisen I'm the creation of freebase,And in the streets when the police chasing,The track lubricated in Vaseline I'm beat-raping,Filthy rapper that's rapping in pack in the mid when I'm packing the pen,I'm massacring men, I'm hated by Buddhists, Baptists and Catholics and the pope of the Vatican,Hated by Satanist Hindus, hated by Madonna while she's following Kabbalah,I'll slap you up and slam you like Hogan versus Kamala whether Bush or Obama,It's a soap opera, I'm the embodiment of Cold Crush and Bambaataa,You dudes is feminine girly rappers, spitting bitch bars,That ain't spitting, that's your mouth having a vaginal discharge,I'm on a mission like Moses when he was headed to Pharaoh,And I'm more deadly than the murderous hands of Edwin Valero, come on,No one gives a fuck about these scumbags,In Suffolk County and we wear these colors proudly,Coppers need to up the bounty,If these suckers run their mouth we snap and act too fucking rowdy,(Suffolk County that's the place we live),(Ain't nobody stopping this here),(Suffolk County that's the place we live),(You'll get your snotbox bust you press up on this),Here's the plan, steal my brother's van and,Drive it from the motherland with guns in hand,And buck the fans it's summer jam, understand?,But Rugged Man's up in there in a bathrobe and,Underwear, chugging beer grabbing,A fat bitch by her fucking hair yeah yeah,Yeah yeah, we'll have them all running scared,Jumping chairs till they trample every motherfucker there,From the jungle where there's lions, tigers and a bunch of bears,Oh my, most die but he's so high he doesn't care,Was it fair? Probably not, Papi that's just poppycock,I'm lifted like I'm Ivan Drago, Rocky's throwing body shots (Bah!),Karate chop some hottie's twat till it's Mollywhop,Punani popping models running trains like a hobby shop (Choo choo),No lollipop, candy coating shit for cutie pies,Groupie thighs are spread like GYNs and checking UTIs (Ew),I'll make a movie like Sun Doobie if the booty's fly,Suffolk's Most Wanted smoking loosies in a hoopy high,Stupid, yours truly flying over the cuckoo's nest,Hungry like I'm out in Budapest chewing human flesh (Yum),Moving through your set with the same Suffolk squad,Hustle hard, smack a juice head and jack his muscle car (Bitch),Getting drunk in bars, breaking jaws where trouble starts,My train of thoughts stays on course, L-I double R,A couple stars from Stony Brook to Huntington,Running in the spotlight, don't let these motherfuckers in,No one gives a fuck about these scumbags,In Suffolk County and we wear these colors proudly,Coppers need to up the bounty,If these suckers run their mouth we snap and act too fucking rowdy,(Suffolk County that's the place we live),(Ain't nobody stopping this here),(Suffolk County that's the place we live),(You'll get your snotbox bust you press up on this),Officer needs assistance, officer down!,Suspects last seen fleeing south on Route 110 in a stolen police cruiser with their middle fingers out the window screaming, ""Fuck the police!"",Uh, uh, we- we lost them,Uh, awh shit, we lost them,Whereabouts unknown,Ahhh, fuck",Suffolk's Most Wanted,Fightin Words,2014,Obama,42.4,"34,458",26.2,35.5
Popcaan,"Hey baby girl,Me feel happy with you in my world,Unruly a talk, me knows your boyfriend,Hell treat you, popskull, now go,Mislead you,Me wanna free your body,God knows me, I watch you enough,Me gonna carry you, go tour the globe,You make me fall in love with you,Me girl, Im happy with you,I say your body good,Gil Im happy to tell you,Your body is good,You fo something me never knew you could,Me happy to say your body good,Whatch her now,Oh, my baby do that,She touch a weak spot,What a bloodlclat, bum bum fat,The world knows shes hot,She balance with the fat big bike back,Upon the rooftop,Baby, me say youre too slack,Me say youre number one freak that,Some girls say she bad but me know shes badder,She go upon her head,Me see she climb up,And me never see no ladder,She get it from momma,She wine for the trophy, me give her the honour,Me no bounty but me give her the hammer,She crown me the president like the Obama,Oh, my baby do that,She touch a weak spot,What a bloodlclat, bum bum fat,The world knows shes hot,She balance with the fat big bike back,Fling it anywhere,Upon the rooftop,Baby, me say youre too slack,Ah, my number one freak that,Your body good,Me happy to say,Your body good,Baby, your body good,Me happy to say,Your body good,Your body god than gold,The lovin unfold, baddeer than the girl them who wine pon pon,Pinch up your nipple when the night them cold,Tell you say your body good,Oh, my baby do that,She touch a weak spot,What a bloodlclat, bum bum fat,The world knows shes hot,She balance with the fat big bike back,Fling it anywhere,Upon the rooftop,Baby, me say youre too slack,Ah, my number one freak that,Your body good,Me happy to say,Your body good,You do something I never knew you could,Me happy to say,Your body good,Girl me happy to say your body good,Me happy to say your body good,You do something I never knew you could,Me happy to say,Your body good,Body good, body good,Body good,Number one freak that,Body good, body good,Body good,Number one freak that,Girl youre too bad, bad style,Me know, see me love your bad style,Too bad, me love your bad style,Naughty style, watch up baby,The unruly boss have you,Yeah, hear that,Youre my number one freak that",Number One Freak,Where We Come From,2014,Obama,42.4,"34,458",26.2,35.5
Trip Lee,"Some days I feel so close,And some days it seems so far,Surely goodness and mercy,Shall always follow and never return void,Oh,Hallelujah being the highest praise,I'll give it to you gladly all my days,And I just hope that all my life conveys that I mean every word,Even with evil with me,Jesus... oh Jesus,My Jesus, that's why I love you so,Yeah man,Feeling good out here today,Yeah, ok,Boy I feel like I'm gliding,Running to make my election sure, Obama-Biden,Every day I'm homicide,Killing that feeling within me, sometimes it's traumatizing,But bro it's not surprising that it brings me joy when I cling to his Word, I'm promise riding,I promise I been regretting it when I'm not abiding,I been exposed but I'm in Him, sinning,??? hiding,(That's what I feel),Feel like I got a holy one,They throwing shade but I'm beaming cause I know the Son,Feel like I'm dreaming with eyes open, my mind's floating,Glad in my sky rises, cloud nine is my ocean,Swimming in that ozone layer, layer hey I'm soaking,But he lit that fire up under my behind, I'm smoking,Can't undermine him, he's higher than us you silly boy,The God who say all that, the same man, I'm feeling joy,The way you got me up so high, I don't see me coming down,If you only know what I went through but I'm still standing now,And you know I don't care about no hate, these clouds in my face,I get higher, higher, higher,You don't know what he did for me,You don't know,You don't know,You don't know,You don't know,You don't know,Gliding high and I'm feeling free,You don't know,You don't know,You don't know,You don't know,You don't know,Got me feeling like Cleveland when they say that Lebron back,Wanna throw parades with streamers and all that,I'm feeling good (I'm feeling good),And if you read that King James,You can I say ""I feeleth good, forgetteth about the rain"",Forget about the clouds over my head,Bro I can't feel the ground, no anchors on my legs,(That's sky high!),I'm drifting???,Feet hanging like some dreads but???,When I say I'm floating high as ever,I don't mean that Denver mile-high buzz, I can do better,I don't wile out in them loud night clubs, I got forever,With the Most High I hit jackpots without no lever,Let me be clear: the only God I fear,Dwells in the high and holy place and bro he got me here,My soul got purchased and my sin got kicked off,Won't be no return; prepare for lift off,You don't know what he did for me,You don't know,You don't know,You don't know,You don't know,You don't know,Gliding high and I'm feeling free,You don't know,You don't know,You don't know,You don't know,You don't know",You Don't Know,Rise,2014,Obama,42.4,"34,458",26.2,35.5
Eric Bellinger,"Can I give you that freak shit? No weak shit. Or nah?,Can we do it all week-end, with your knees bent, or nah?,I know exactly what, exactly what you like,Do you want that head all on that headboard or nah?,I can give you anything you want, all you gotta say ok.,Baby, if you want to let me get on top, I'll have you fellin some typeaway,But I only want to give it to you, if you want me to give it to you,Do you want it or nah?,Let me know... or nah!,What's it gonna be? Acting like yu don't want the D,Bad bitch they come and leave but you the type i might have to keep I wanna make your legs shake, you gon'let me taste or nah?,I can like you, don't want it girl, don't laugh!,I wanna be deeper so deep than these guys.,All you gotta say is do it to me!,What's it gonna be? Acting like yu don't want the D,Bad bitch they come and leave but you the type i might have to keep I wanna make your legs shake, you gon'let me taste or nah?,I can like you, don't want it girl, don't laugh!,I wanna be deeper so deep than these guys.,All you gotta say is do it to me!,Greatest at P.I.M.P.ology, girl, collage E,,If you wanna through it at some wanna-be's,,36 chambers and angles, I thank you for all that ass your mamma gave you,Those student loans Obama gave you,'cause you bought hard like sitting out late and,focused on that edumication,,Capital mouth, your head proper, can you be my head doctor?,Upper case, double D's, break that branch, roll that tree,What's it gonna be? Acting like yu don't want the D,Bad bitch they come and leave but you the type i might have to keep I wanna make your legs shake, you gon'let me taste or nah?,I can like you, don't want it girl, don't laugh!,I wanna be deeper so deep than these guys.,All you gotta say is do it to me!",Or Nah,The ReBirth,2014,Obama,42.4,"34,458",26.2,35.5
Black M,"Les yeux plus gros...,Et le clochard s'demande où est-ce qu'il va encore pouvoir passer l'hiver?,Si je l'pouvais je le mettrais simplement dans la poche de Gulliver,Ici aucun de mes niggas ne peut dire comme Obama aller: Yes We Can!,Akhi surveille ta fille si elle te dit qu'elle part avec ses potes en week-end,J'n'ai pas des punchs, j'n'ai qu'des blacklines,Si y'en a une qui t'parle, akhi, back-la,J'n'ai pas des punchs, j'n'ai qu'des blacklines,Si y'en a une qui t'parle, akhi, back-la,La 'be-ro' du Diable est moulante,J'danse avec lui, on zouk sur des sables mouvants,Non! J'me vois pas suivre le mouvement,C'est vers chez nous qu'il y a les choses les plus émouvantes,Maman se couche mais elle ne dort pas,Médite bien sur cette blackline après on en reparle,Evidemment qu'on fait du cinéma,Ramène Di Cap', j'l'handicape,L'argent, ça résout nada,Ça rend juste l'Homme chien sans aucun état d'âme,Un jour, on pourra plus négocier,Le Créateur a tous les dossiers,Ah ouais, tu t'es fait tromper par ton âme sœur?,Fais l'muet, fais l'aveugle, fais l'sourd,Dounia, j'en ai assez,Aujourd'hui, ça tape la C avant d'savoir faire ses lacets,Si l'Etat est sur mes côtes, tranquille, le game est sur mes couilles,Pardonnez-moi, j'sais qu'y'a des 'tits-pe' qui m'écoutent,Rêves, vérité masquées, cauchemar cachés, tout est faux, casse-toi,Chez nous, c'est tout l'contraire de la place Vendôme,Marlich, on va pas au paradis en Rolls Phantom,Et, tant qu'y'a pas mort d'Homme, perdre, c'est rien,Mais, ça, c'est quand t'as rien à perdre,J'ai cascadé, poto, ma semelle est plus qu'usée,Dis-moi avec qui tu traînes, j'te dirai rien, y'a qu'Dieu pour juger,On perd beaucoup d'argent à courir après une femme,Mais on peut aussi perdre sa femme en courant après l'argent (Hein!),Sans concept,Un peu long, même trop long pour la faire en concert,La vérité: on s'connaît pas,Mais y'a encore du blé à faire, wesh, les mecs, déconnez pas,Laissez Lefa, Mach'Allah, il a la foi,Ne parlez pas de belles histoires avant la fin,Complètement matrixé,Parano, j'pourrais t'faire du sale parce que tu m'as fixé,Non, non, j'suis pas un gangsta, j'ai jamais 'ré-ti', paw!,Si toi oui, et alors, t'es un taré, toi, hein?,Bref, moi, j'ai plutôt intérêt à,M'occuper d'ma propre vie pour qu'on puisse m'enterrer propre,J'aurais aimé pouvoir revenir à l'époque,Et j'aurais aimé savoir qu'est-ce que pensent mes potes,Qui m'ont vu partir d'un rien et d'un coup, les spots,J'aurais aimé, j'aurais aimé,Et, au fait, j'me suis marié,Et l'Sheitan a dit: ""J'vais tout détruire, combien vous voulez parier?"",Et j'ai gagné le premier round car j'ai un fils,Mais j'suis devenu un peu bizarre, les frères, j'aimerais qu'on m'analyse,J'ai été choqué par des choses qu'aujourd'hui je banalise,Dégoûtant mais nécessaire comme la structure de ma salive,Traumatisé pour nos cas faut des scientifiques,Cousin, on finira tous KO, même celui qui anticipe,J'te raconte ma vie alors qu'j'devrais 'as-p',Et j'suis plus au stade de m'demander si j'fais du vrai rap,One-two, one-two,Laisse-moi juste dire à tous ceux qu'j'aime haut et fort: I love you!,Excusez-moi, mais je n'veux pas qu'on m'idolâtre,Un long chemin entre la parole et les actes,Même si, petit, c'est vrai, j'rêvais d'être star,Mais elle est loin l'époque où on criait: ""On baise les shtars!"",Les sessions freestyle à Milton, loin des hôtels Hilton,Beaucoup de 'res-frè' 'bés-tom', j'm'attendais pas à c'qu'ils tombent,Les nerfs, les pulsions, ma mère, notre expulsion,Tout ça feat la passion, ça m'étonne pas qu'il tue, l'son,Les yeux plus gros...,Et le clochard s'demande où est-ce qu'il va encore pouvoir passer l'hiver?,Si je l'pouvais je le mettrais simplement dans la poche de Gulliver,Ici aucun de mes niggas ne peut dire comme Obama aller: Yes We Can!,Akhi surveille ta fille si elle te dit qu'elle part avec ses potes en week-end,J'n'ai pas des punchs, j'n'ai qu'des blacklines,Si y'en a une qui t'parle, akhi, back-la,J'n'ai pas des punchs, j'n'ai qu'des blacklines,Si y'en a une qui t'parle, akhi, back-la",Blacklines,Les yeux plus gros que le monde,2014,Obama,42.4,"34,458",26.2,35.5
